Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_170045_20240503_20240513_02_T1,LC08_L1TP_170045_20240503_20240513_02_T1,LC81700452024124LGN00,2024/05/03,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/05/13,2024/05/13,2024-05-03 07:48:13,2024-05-03 07:48:45,LGN,DAY,   0.01,   0.20,516,5,    6.293,    3.996,    4.861,LPGS_16.4.0,67.45041900,100.98608906,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.47"N,39°02'52.22"E,22°42'58.43"N,37°56'05.10"E,22°42'56.12"N,40°09'27.86"E,20°36'47.74"N,37°57'00.29"E,20°36'45.65"N,40°08'27.89"E, 21.67152,  39.04784, 22.71623,  37.93475, 22.71559,  40.15774, 20.61326,  37.95008, 20.61268,  40.14108,LC08_L2SP_170045_20240503_20240513_02_T1,LC81700452024124LGN00
LC09_L2SP_170045_20240511_20240512_02_T1,LC09_L1TP_170045_20240511_20240511_02_T1,LC91700452024132LGN00,2024/05/11,T1,2, 170, 045, 170, 045,NADIR,   0.001,2024/05/12,2024/05/11,2024-05-11 07:48:29,2024-05-11 07:49:01,LGN,DAY,   0.05,   0.05,516,5,    6.545,    3.931,    5.232,LPGS_16.4.0,68.21213474,95.53797186,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.19"N,39°02'20.40"E,22°42'48.46"N,37°55'33.64"E,22°42'46.58"N,40°08'56.26"E,20°36'47.56"N,37°56'29.22"E,20°36'45.86"N,40°07'56.78"E, 21.67172,  39.03900, 22.71346,  37.92601, 22.71294,  40.14896, 20.61321,  37.94145, 20.61274,  40.13244,LC09_L2SP_170045_20240511_20240512_02_T1,LC91700452024132LGN00
LC08_L2SP_170045_20240519_20240605_02_T1,LC08_L1TP_170045_20240519_20240605_02_T1,LC81700452024140LGN00,2024/05/19,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/06/05,2024/06/05,2024-05-19 07:48:01,2024-05-19 07:48:33,LGN,DAY,   0.00,   0.08,537,5,    6.938,    4.352,    5.403,LPGS_16.4.0,68.44348198,90.52311528,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.26"N,39°03'17.35"E,22°42'58.64"N,37°56'36.64"E,22°42'55.91"N,40°09'59.40"E,20°36'47.92"N,37°57'31.39"E,20°36'45.47"N,40°08'58.96"E, 21.67146,  39.05482, 22.71629,  37.94351, 22.71553,  40.16650, 20.61331,  37.95872, 20.61263,  40.14971,LC08_L2SP_170045_20240519_20240605_02_T1,LC81700452024140LGN00
LC09_L2SP_170045_20240527_20240528_02_T1,LC09_L1TP_170045_20240527_20240527_02_T1,LC91700452024148LGN00,2024/05/27,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/05/28,2024/05/27,2024-05-27 07:48:17,2024-05-27 07:48:48,LGN,DAY,   0.02,   0.01,526,5,    6.514,    4.008,    5.135,LPGS_16.4.0,68.52191523,86.43264462,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.59"N,39°03'09.29"E,22°42'58.57"N,37°56'26.12"E,22°42'55.98"N,40°09'48.89"E,20°36'47.88"N,37°57'21.02"E,20°36'45.50"N,40°08'48.59"E, 21.67183,  39.05258, 22.71627,  37.94059, 22.71555,  40.16358, 20.61330,  37.95584, 20.61264,  40.14683,LC09_L2SP_170045_20240527_20240528_02_T1,LC91700452024148LGN00
LC08_L2SP_170045_20240604_20240627_02_T1,LC08_L1TP_170045_20240604_20240627_02_T1,LC81700452024156LGN00,2024/06/04,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/06/27,2024/06/27,2024-06-04 07:47:59,2024-06-04 07:48:30,LGN,DAY,   0.00,   0.46,526,5,    6.764,    3.918,    5.513,LPGS_16.4.0,68.25324158,83.37730105,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.11"N,39°03'37.84"E,22°42'58.79"N,37°56'57.66"E,22°42'55.73"N,40°10'20.46"E,20°36'38.30"N,37°57'52.16"E,20°36'35.57"N,40°09'19.62"E, 21.67142,  39.06051, 22.71633,  37.94935, 22.71548,  40.17235, 20.61064,  37.96449, 20.60988,  40.15545,LC08_L2SP_170045_20240604_20240627_02_T1,LC81700452024156LGN00
LC09_L2SP_170045_20240612_20240613_02_T1,LC09_L1TP_170045_20240612_20240612_02_T1,LC91700452024164LGN00,2024/06/12,T1,2, 170, 045, 170, 045,NADIR,   0.001,2024/06/13,2024/06/12,2024-06-12 07:48:11,2024-06-12 07:48:43,LGN,DAY,   4.08,   9.24,470,5,    7.207,    4.348,    5.747,LPGS_16.4.0,67.93815686,81.51632330,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.47"N,39°02'13.31"E,22°42'48.46"N,37°55'33.64"E,22°42'46.58"N,40°08'56.26"E,20°36'47.56"N,37°56'29.22"E,20°36'45.86"N,40°07'56.78"E, 21.67152,  39.03703, 22.71346,  37.92601, 22.71294,  40.14896, 20.61321,  37.94145, 20.61274,  40.13244,LC09_L2SP_170045_20240612_20240613_02_T1,LC91700452024164LGN00
LC08_L2SP_170045_20240620_20240706_02_T1,LC08_L1TP_170045_20240620_20240706_02_T1,LC81700452024172LGN01,2024/06/20,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/07/06,2024/07/06,2024-06-20 07:48:06,2024-06-20 07:48:38,LGN,DAY,   0.00,   0.03,519,5,    7.296,    4.544,    5.708,LPGS_16.4.0,67.55567657,80.84821969,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.16"N,39°03'56.70"E,22°42'58.86"N,37°57'08.17"E,22°42'55.58"N,40°10'41.48"E,20°36'38.34"N,37°58'02.53"E,20°36'35.42"N,40°09'40.36"E, 21.67171,  39.06575, 22.71635,  37.95227, 22.71544,  40.17819, 20.61065,  37.96737, 20.60984,  40.16121,LC08_L2SP_170045_20240620_20240706_02_T1,LC81700452024172LGN01
LC09_L2SP_170045_20240628_20240629_02_T1,LC09_L1TP_170045_20240628_20240628_02_T1,LC91700452024180LGN00,2024/06/28,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/06/29,2024/06/28,2024-06-28 07:47:59,2024-06-28 07:48:30,LGN,DAY,   0.09,   1.12,537,5,    6.716,    3.833,    5.514,LPGS_16.4.0,67.13869930,81.32941589,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.69"N,39°04'06.82"E,22°42'58.93"N,37°57'18.68"E,22°42'55.51"N,40°10'52"E,20°36'48.17"N,37°58'12.83"E,20°36'45.11"N,40°09'50.80"E, 21.67158,  39.06856, 22.71637,  37.95519, 22.71542,  40.18111, 20.61338,  37.97023, 20.61253,  40.16411,LC09_L2SP_170045_20240628_20240629_02_T1,LC91700452024180LGN00
LC08_L2SP_170045_20240706_20240712_02_T1,LC08_L1TP_170045_20240706_20240712_02_T1,LC81700452024188LGN00,2024/07/06,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/07/12,2024/07/12,2024-07-06 07:48:15,2024-07-06 07:48:46,LGN,DAY,   0.10,   0.36,477,5,    7.114,    4.580,    5.444,LPGS_16.4.0,66.83816192,82.90336882,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.08"N,39°04'07.14"E,22°42'58.93"N,37°57'18.68"E,22°42'55.51"N,40°10'52"E,20°36'38.41"N,37°58'12.90"E,20°36'35.35"N,40°09'50.72"E, 21.67141,  39.06865, 22.71637,  37.95519, 22.71542,  40.18111, 20.61067,  37.97025, 20.60982,  40.16409,LC08_L2SP_170045_20240706_20240712_02_T1,LC81700452024188LGN00
LC09_L2SP_170045_20240714_20240715_02_T1,LC09_L1TP_170045_20240714_20240714_02_T1,LC91700452024196LGN00,2024/07/14,T1,2, 170, 045, 170, 045,NADIR,   0.001,2024/07/15,2024/07/14,2024-07-14 07:48:20,2024-07-14 07:48:51,LGN,DAY,   0.00,   0.00,517,5,    6.591,    3.807,    5.380,LPGS_16.4.0,66.49429113,85.48300385,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'16.93"N,39°01'22.44"E,22°42'57.85"N,37°54'40.97"E,22°42'56.74"N,40°08'03.77"E,20°36'47.23"N,37°55'37.38"E,20°36'46.19"N,40°07'04.98"E, 21.67137,  39.02290, 22.71607,  37.91138, 22.71576,  40.13438, 20.61312,  37.92705, 20.61283,  40.11805,LC09_L2SP_170045_20240714_20240715_02_T1,LC91700452024196LGN00
LC08_L2SP_170045_20240722_20240731_02_T1,LC08_L1TP_170045_20240722_20240731_02_T1,LC81700452024204LGN00,2024/07/22,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/07/31,2024/07/31,2024-07-22 07:48:30,2024-07-22 07:49:01,LGN,DAY,   4.93,  20.13,460,5,    6.826,    4.221,    5.365,LPGS_16.4.0,66.25727740,89.01490059,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.90"N,39°02'25.58"E,22°42'58.28"N,37°55'44.08"E,22°42'56.27"N,40°09'06.84"E,20°36'37.87"N,37°56'39.62"E,20°36'36.04"N,40°08'07.08"E, 21.67164,  39.04044, 22.71619,  37.92891, 22.71563,  40.15190, 20.61052,  37.94434, 20.61001,  40.13530,LC08_L2SP_170045_20240722_20240731_02_T1,LC81700452024204LGN00
LC09_L2SP_170045_20240730_20240731_02_T1,LC09_L1TP_170045_20240730_20240730_02_T1,LC91700452024212LGN00,2024/07/30,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/07/31,2024/07/30,2024-07-30 07:48:22,2024-07-30 07:48:54,LGN,DAY,   2.52,   8.72,547,5,    6.185,    3.762,    4.909,LPGS_16.4.0,65.93443243,93.36328681,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.12"N,39°03'04.86"E,22°42'58.50"N,37°56'15.61"E,22°42'55.98"N,40°09'48.89"E,20°36'47.81"N,37°57'10.66"E,20°36'45.50"N,40°08'48.59"E, 21.67170,  39.05135, 22.71625,  37.93767, 22.71555,  40.16358, 20.61328,  37.95296, 20.61264,  40.14683,LC09_L2SP_170045_20240730_20240731_02_T1,LC91700452024212LGN00
LC08_L2SP_170045_20240807_20240814_02_T1,LC08_L1TP_170045_20240807_20240814_02_T1,LC81700452024220LGN01,2024/08/07,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/08/14,2024/08/14,2024-08-07 07:48:26,2024-08-07 07:48:58,LGN,DAY,  77.67,  88.15,101,5,    8.232,    5.059,    6.494,LPGS_16.4.0,65.61332841,98.47946823,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.01"N,39°05'20.33"E,22°42'59.47"N,37°58'42.82"E,22°42'54.97"N,40°12'05.58"E,20°36'38.92"N,37°59'35.81"E,20°36'34.85"N,40°11'03.26"E, 21.67167,  39.08898, 22.71652,  37.97856, 22.71527,  40.20155, 20.61081,  37.99328, 20.60968,  40.18424,LC08_L2SP_170045_20240807_20240814_02_T1,LC81700452024220LGN01
LC09_L2SP_170045_20240815_20240816_02_T1,LC09_L1TP_170045_20240815_20240815_02_T1,LC91700452024228LGN00,2024/08/15,T1,2, 170, 045, 170, 045,NADIR,   0.001,2024/08/16,2024/08/15,2024-08-15 07:48:29,2024-08-15 07:49:01,LGN,DAY,   0.13,  11.31,537,5,    5.910,    3.756,    4.563,LPGS_16.4.0,65.10762328,104.13217334,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.30"N,39°03'32.58"E,22°42'58.72"N,37°56'47.15"E,22°42'55.80"N,40°10'09.91"E,20°36'47.99"N,37°57'41.76"E,20°36'45.40"N,40°09'09.32"E, 21.67175,  39.05905, 22.71631,  37.94643, 22.71550,  40.16942, 20.61333,  37.96160, 20.61261,  40.15259,LC09_L2SP_170045_20240815_20240816_02_T1,LC91700452024228LGN00
LC08_L2SP_170045_20240823_20240830_02_T1,LC08_L1TP_170045_20240823_20240830_02_T1,LC81700452024236LGN00,2024/08/23,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/08/30,2024/08/30,2024-08-23 07:48:39,2024-08-23 07:49:11,LGN,DAY,   0.03,  16.84,471,5,    6.687,    4.472,    4.972,LPGS_16.4.0,64.47654154,110.22872086,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.26"N,39°03'39.82"E,22°42'58.79"N,37°56'57.66"E,22°42'55.73"N,40°10'20.46"E,20°36'38.30"N,37°57'52.16"E,20°36'35.57"N,40°09'19.62"E, 21.67146,  39.06106, 22.71633,  37.94935, 22.71548,  40.17235, 20.61064,  37.96449, 20.60988,  40.15545,LC08_L2SP_170045_20240823_20240830_02_T1,LC81700452024236LGN00
LC09_L2SP_170045_20240831_20240901_02_T1,LC09_L1TP_170045_20240831_20240831_02_T1,LC91700452024244LGN00,2024/08/31,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/09/01,2024/08/31,2024-08-31 07:48:40,2024-08-31 07:49:12,LGN,DAY,   2.87,   7.39,505,5,    6.366,    4.248,    4.741,LPGS_16.4.0,63.55572941,116.43506572,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.87"N,39°02'45.49"E,22°42'58.43"N,37°56'05.10"E,22°42'56.12"N,40°09'27.86"E,20°36'47.74"N,37°57'00.29"E,20°36'45.65"N,40°08'27.89"E, 21.67163,  39.04597, 22.71623,  37.93475, 22.71559,  40.15774, 20.61326,  37.95008, 20.61268,  40.14108,LC09_L2SP_170045_20240831_20240901_02_T1,LC91700452024244LGN00
LC08_L2SP_170045_20240908_20240914_02_T1,LC08_L1TP_170045_20240908_20240914_02_T1,LC81700452024252LGN00,2024/09/08,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/09/14,2024/09/14,2024-09-08 07:48:48,2024-09-08 07:49:20,LGN,DAY,   0.14,   0.07,499,5,    6.214,    4.233,    4.550,LPGS_16.4.0,62.40376955,122.62844152,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.72"N,39°02'58.99"E,22°42'58.50"N,37°56'15.61"E,22°42'56.05"N,40°09'38.38"E,20°36'38.05"N,37°57'10.73"E,20°36'35.82"N,40°08'38.18"E, 21.67159,  39.04972, 22.71625,  37.93767, 22.71557,  40.16066, 20.61057,  37.95298, 20.60995,  40.14394,LC08_L2SP_170045_20240908_20240914_02_T1,LC81700452024252LGN00
LC09_L2SP_170045_20240916_20240917_02_T1,LC09_L1TP_170045_20240916_20240916_02_T1,LC91700452024260LGN00,2024/09/16,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/09/17,2024/09/16,2024-09-16 07:48:44,2024-09-16 07:49:16,LGN,DAY,   5.34,   5.89,495,5,    5.847,    3.935,    4.325,LPGS_16.4.0,60.93843749,128.46850945,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17"N,39°03'27.07"E,22°42'58.72"N,37°56'47.15"E,22°42'55.80"N,40°10'09.91"E,20°36'47.99"N,37°57'41.76"E,20°36'45.40"N,40°09'09.32"E, 21.67139,  39.05752, 22.71631,  37.94643, 22.71550,  40.16942, 20.61333,  37.96160, 20.61261,  40.15259,LC09_L2SP_170045_20240916_20240917_02_T1,LC91700452024260LGN00
LC08_L2SP_170045_20240924_20240928_02_T1,LC08_L1TP_170045_20240924_20240928_02_T1,LC81700452024268LGN00,2024/09/24,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/09/28,2024/09/28,2024-09-24 07:48:47,2024-09-24 07:49:19,LGN,DAY,   0.00,   0.00,511,5,    6.443,    4.565,    4.547,LPGS_16.4.0,59.23534726,133.88472713,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.44"N,39°04'16.86"E,22°42'59"N,37°57'29.20"E,22°42'55.44"N,40°11'02.51"E,20°36'38.48"N,37°58'23.27"E,20°36'35.28"N,40°10'01.06"E, 21.67151,  39.07135, 22.71639,  37.95811, 22.71540,  40.18403, 20.61069,  37.97313, 20.60980,  40.16696,LC08_L2SP_170045_20240924_20240928_02_T1,LC81700452024268LGN00
LC09_L2SP_170045_20241002_20241003_02_T1,LC09_L1TP_170045_20241002_20241002_02_T1,LC91700452024276LGN00,2024/10/02,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/10/03,2024/10/02,2024-10-02 07:48:50,2024-10-02 07:49:22,LGN,DAY,  19.26,  23.85,452,5,    5.570,    3.857,    4.018,LPGS_16.4.0,57.27670118,138.64717568,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'18.12"N,39°03'20.81"E,22°42'58.64"N,37°56'36.64"E,22°42'55.91"N,40°09'59.40"E,20°36'47.92"N,37°57'31.39"E,20°36'45.47"N,40°08'58.96"E, 21.67170,  39.05578, 22.71629,  37.94351, 22.71553,  40.16650, 20.61331,  37.95872, 20.61263,  40.14971,LC09_L2SP_170045_20241002_20241003_02_T1,LC91700452024276LGN00
LC08_L2SP_170045_20241010_20241015_02_T1,LC08_L1TP_170045_20241010_20241015_02_T1,LC81700452024284LGN01,2024/10/10,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/10/15,2024/10/15,2024-10-10 07:48:51,2024-10-10 07:49:23,LGN,DAY,   1.79,  11.78,506,5,    6.539,    4.316,    4.911,LPGS_16.4.0,55.15789897,142.76985607,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.41"N,39°04'12"E,22°42'59"N,37°57'29.20"E,22°42'55.51"N,40°10'52"E,20°36'48.24"N,37°58'23.20"E,20°36'45.11"N,40°09'50.80"E, 21.67178,  39.07000, 22.71639,  37.95811, 22.71542,  40.18111, 20.61340,  37.97311, 20.61253,  40.16411,LC08_L2SP_170045_20241010_20241015_02_T1,LC81700452024284LGN01
LC09_L2SP_170045_20241018_20241022_02_T1,LC09_L1TP_170045_20241018_20241018_02_T1,LC91700452024292LGN00,2024/10/18,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/10/22,2024/10/18,2024-10-18 07:48:59,2024-10-18 07:49:31,LGN,DAY,   0.34,   0.15,561,5,    5.188,    3.588,    3.747,LPGS_16.4.0,52.92107085,146.16625062,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.47"N,39°02'00.85"E,22°42'58.07"N,37°55'12.50"E,22°42'56.41"N,40°08'45.82"E,20°36'47.41"N,37°56'08.48"E,20°36'45.94"N,40°07'46.42"E, 21.67152,  39.03357, 22.71613,  37.92014, 22.71567,  40.14606, 20.61317,  37.93569, 20.61276,  40.12956,LC09_L2SP_170045_20241018_20241022_02_T1,LC91700452024292LGN00
LC08_L2SP_170045_20241026_20241029_02_T1,LC08_L1TP_170045_20241026_20241029_02_T1,LC81700452024300LGN00,2024/10/26,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/10/29,2024/10/29,2024-10-26 07:48:56,2024-10-26 07:49:28,LGN,DAY,   9.17,  12.22,413,5,    6.283,    4.405,    4.480,LPGS_16.4.0,50.65228620,148.89078478,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.86"N,39°03'33.26"E,22°42'58.72"N,37°56'47.15"E,22°42'55.80"N,40°10'09.91"E,20°36'38.23"N,37°57'41.83"E,20°36'35.64"N,40°09'09.25"E, 21.67135,  39.05924, 22.71631,  37.94643, 22.71550,  40.16942, 20.61062,  37.96162, 20.60990,  40.15257,LC08_L2SP_170045_20241026_20241029_02_T1,LC81700452024300LGN00
LC09_L2SP_170045_20241103_20241104_02_T1,LC09_L1TP_170045_20241103_20241103_02_T1,LC91700452024308LGN00,2024/11/03,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/11/04,2024/11/03,2024-11-03 07:48:59,2024-11-03 07:49:31,LGN,DAY,  12.94,  25.37,511,5,    5.867,    4.070,    4.225,LPGS_16.4.0,48.41217004,150.93925202,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.04"N,39°03'01.40"E,22°42'58.50"N,37°56'15.61"E,22°42'56.05"N,40°09'38.38"E,20°36'47.81"N,37°57'10.66"E,20°36'45.58"N,40°08'38.26"E, 21.67140,  39.05039, 22.71625,  37.93767, 22.71557,  40.16066, 20.61328,  37.95296, 20.61266,  40.14396,LC09_L2SP_170045_20241103_20241104_02_T1,LC91700452024308LGN00
LC08_L2SP_170045_20241111_20241118_02_T1,LC08_L1TP_170045_20241111_20241118_02_T1,LC81700452024316LGN00,2024/11/11,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/11/18,2024/11/18,2024-11-11 07:48:54,2024-11-11 07:49:26,LGN,DAY,  17.09,  41.34,465,5,    6.573,    4.401,    4.882,LPGS_16.4.0,46.28435210,152.37458832,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.37"N,39°04'28.70"E,22°42'59.11"N,37°57'50.26"E,22°42'55.33"N,40°11'13.02"E,20°36'48.35"N,37°58'43.93"E,20°36'44.96"N,40°10'11.50"E, 21.67177,  39.07464, 22.71642,  37.96396, 22.71537,  40.18695, 20.61343,  37.97887, 20.61249,  40.16986,LC08_L2SP_170045_20241111_20241118_02_T1,LC81700452024316LGN00
LC09_L2SP_170045_20241119_20241120_02_T1,LC09_L1TP_170045_20241119_20241119_02_T1,LC91700452024324LGN00,2024/11/19,T1,2, 170, 045, 170, 045,NADIR,   0.000,2024/11/20,2024/11/19,2024-11-19 07:49:04,2024-11-19 07:49:36,LGN,DAY,   0.00,   2.29,543,5,    5.730,    3.873,    4.223,LPGS_16.4.0,44.34103869,153.24552894,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.33"N,39°02'17.48"E,22°42'58.21"N,37°55'33.56"E,22°42'56.34"N,40°08'56.33"E,20°36'47.56"N,37°56'29.22"E,20°36'45.86"N,40°07'56.78"E, 21.67148,  39.03819, 22.71617,  37.92599, 22.71565,  40.14898, 20.61321,  37.94145, 20.61274,  40.13244,LC09_L2SP_170045_20241119_20241120_02_T1,LC91700452024324LGN00
LC08_L2SP_170045_20241127_20241202_02_T1,LC08_L1TP_170045_20241127_20241202_02_T1,LC81700452024332LGN00,2024/11/27,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/12/02,2024/12/02,2024-11-27 07:49:06,2024-11-27 07:49:37,LGN,DAY,   1.29,   6.09,440,5,    6.556,    4.284,    4.962,LPGS_16.4.0,42.63940136,153.58955786,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.08"N,39°01'52.75"E,22°42'58.07"N,37°55'12.50"E,22°42'56.48"N,40°08'35.30"E,20°36'37.66"N,37°56'08.56"E,20°36'36.25"N,40°07'35.98"E, 21.67141,  39.03132, 22.71613,  37.92014, 22.71569,  40.14314, 20.61046,  37.93571, 20.61007,  40.12666,LC08_L2SP_170045_20241127_20241202_02_T1,LC81700452024332LGN00
LC09_L2SP_170045_20241205_20241206_02_T1,LC09_L1TP_170045_20241205_20241205_02_T1,LC91700452024340LGN00,2024/12/05,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/12/06,2024/12/05,2024-12-05 07:49:05,2024-12-05 07:49:37,LGN,DAY,  20.44,  27.64,447,5,    6.410,    3.980,    5.025,LPGS_16.4.0,41.24670326,153.48059240,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'17.90"N,39°02'39.44"E,22°42'58.36"N,37°55'54.59"E,22°42'56.20"N,40°09'17.35"E,20°36'47.66"N,37°56'49.92"E,20°36'45.72"N,40°08'17.52"E, 21.67164,  39.04429, 22.71621,  37.93183, 22.71561,  40.15482, 20.61324,  37.94720, 20.61270,  40.13820,LC09_L2SP_170045_20241205_20241206_02_T1,LC91700452024340LGN00
LC08_L2SP_170045_20241213_20241218_02_T1,LC08_L1TP_170045_20241213_20241218_02_T1,LC81700452024348LGN00,2024/12/13,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/12/18,2024/12/18,2024-12-13 07:48:53,2024-12-13 07:49:25,LGN,DAY,   0.23,   0.47,502,5,    6.677,    4.579,    4.859,LPGS_16.4.0,40.20527756,152.94738520,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.08"N,39°05'03.19"E,22°42'59.33"N,37°58'21.79"E,22°42'55.12"N,40°11'44.56"E,20°36'38.77"N,37°59'15.07"E,20°36'34.99"N,40°10'42.53"E, 21.67141,  39.08422, 22.71648,  37.97272, 22.71531,  40.19571, 20.61077,  37.98752, 20.60972,  40.17848,LC08_L2SP_170045_20241213_20241218_02_T1,LC81700452024348LGN00
LC09_L2SP_170045_20241221_20241222_02_T1,LC09_L1TP_170045_20241221_20241221_02_T1,LC91700452024356LGN00,2024/12/21,T1,2, 170, 045, 170, 045,NADIR,  -0.001,2024/12/22,2024/12/21,2024-12-21 07:49:04,2024-12-21 07:49:36,LGN,DAY,   0.08,   4.75,539,5,    6.054,    3.816,    4.700,LPGS_16.4.0,39.56800185,152.08386742,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,37,WGS84,WGS84,21°40'16.97"N,39°03'04.97"E,22°42'48.74"N,37°56'15.68"E,22°42'46.22"N,40°09'48.82"E,20°36'47.81"N,37°57'10.66"E,20°36'45.50"N,40°08'48.59"E, 21.67138,  39.05138, 22.71354,  37.93769, 22.71284,  40.16356, 20.61328,  37.95296, 20.61264,  40.14683,LC09_L2SP_170045_20241221_20241222_02_T1,LC91700452024356LGN00
